zona,subzona,distrito,provincia,canton,coordenada_y,coordenada_x,area_hecho,lugar,tipo_lugar,presunta_motivacion,presun_motiva_observada,edad,sexo,etnia,estado_civil,nacionalidad,discapacidad,dia_semana,es_fin_semana,hora,franja_horaria,y
ZONA 4,STO DGO DE LOS TSACHILAS,SANTO DOMINGO OESTE,STO DGO DE LOS TSACHILAS,SANTO DOMINGO,-0.3817,-79.3739,RURAL,QUEBRADAS,PUBLICO,DELINCUENCIA COMUN,AMENAZA,61,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,4,0,2,MADRUGADA,OTRAS
ZONA 9,D.M. QUITO,ELOY ALFARO - DMQ,PICHINCHA,QUITO,-0.269359,-78.54344899999998,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,MALTRATO,4,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,15,TARDE,ARMA_CONTUNDENTE
ZONA 1,ESMERALDAS,ATACAMES,ESMERALDAS,ATACAMES,0.8866918,-79.81286489999998,URBANO,TERRENO BALDIO,PUBLICO,DELINCUENCIA COMUN,ROBO DE CARROS,59,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,2,0,12,TARDE,ARMA_CONTUNDENTE
ZONA 4,MANABI,MANTA,MANABI,MONTECRISTI,-1.10807,-80.58358,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,41,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,3,MADRUGADA,ARMA_FUEGO
ZONA 5,GUAYAS,BALZAR,GUAYAS,BALZAR,-1.34465,-80.07321,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,19,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,16,TARDE,OTRAS
ZONA 5,LOS RIOS,PUEBLO VIEJO,LOS RIOS,URDANETA,-1.58677,-79.39811,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,33,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,14,TARDE,OTRAS
ZONA 2,PICHINCHA,NOROCCIDENTE,PICHINCHA,PEDRO VICENTE MALDONADO,0.088,-79.05418,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,81,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,5,1,0,MADRUGADA,ARMA_BLANCA
ZONA 5,LOS RIOS,PUEBLOVIEJO,LOS RIOS,URDANETA,-1.58956,-79.42222,RURAL,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,35,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,6,1,4,MADRUGADA,ARMA_FUEGO
ZONA 3,COTOPAXI,LATACUNGA,COTOPAXI,LATACUNGA,-0.92819,-78.62869,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,46,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,0,0,13,TARDE,ARMA_FUEGO
ZONA 5,BOLIVAR,SUBTROPICO,BOLIVAR,LAS NAVES,-1.2838,-79.31362,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,44,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,17,TARDE,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.11838219340888,-79.98827598989011,URBANO,TERRENO BALDIO,PUBLICO,DELINCUENCIA COMUN,AMENAZA,31,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,19,NOCHE,ARMA_CONTUNDENTE
ZONA 5,BOLIVAR,GUARANDA,BOLIVAR,GUARANDA,-1.4619,-79.03669,RURAL,VIA PUBLICA,PUBLICO,VIOLENCIA INTRAFAMILIAR,MALTRATO,2,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,12,TARDE,ARMA_CONTUNDENTE
ZONA 7,EL ORO,MACHALA,EL ORO,MACHALA,-3.26374,-79.96388,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),38,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,7,MANANA,OTRAS
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.06522,-79.97726,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),29,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,11,MANANA,ARMA_FUEGO
ZONA 3,PASTAZA,PASTAZA,PASTAZA,PASTAZA,-1.50213,-78.00347,URBANO,HOSPITALES,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,19,HOMBRE,MESTIZO/A,SOLTERO,COLOMBIA,NINGUNA,0,0,5,MADRUGADA,ARMA_BLANCA
ZONA 5,LOS RIOS,BUENA FE,LOS RIOS,VALENCIA,-0.95288,-79.35638,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,19,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,15,TARDE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,FLORIDA,GUAYAS,GUAYAQUIL,-2.18504,-79.92809,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,44,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,16,TARDE,ARMA_CONTUNDENTE
ZONA 4,MANABI,PORTOVIEJO,MANABI,PORTOVIEJO,-0.98097,-80.423928,RURAL,FINCA,PRIVADO,VIOLENCIA INTRAFAMILIAR,LITIGIO DE BIENES,53,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,20,NOCHE,ARMA_CONTUNDENTE
ZONA 1,ESMERALDAS,SAN LORENZO,ESMERALDAS,SAN LORENZO,1.28712,-78.83538,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,28,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,2,MADRUGADA,ARMA_FUEGO
ZONA 6,CANAR,LA TRONCAL,CANAR,LA TRONCAL,-2.39173,-79.29498,RURAL,TERRENO BALDIO,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,46,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,4,MADRUGADA,ARMA_CONTUNDENTE
ZONA 6,CANAR,LA TRONCAL,CANAR,LA TRONCAL,-2.46555,-79.30954,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),22,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,3,MADRUGADA,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.10417,-79.95951,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,29,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,6,MANANA,ARMA_BLANCA
ZONA 2,PICHINCHA,NOROCCIDENTE,PICHINCHA,PUERTO QUITO,0.26802,-79.19258,RURAL,TERRENO BALDIO,PUBLICO,DELINCUENCIA COMUN,AMENAZA,33,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,10,MANANA,ARMA_BLANCA
ZONA 9,D.M. QUITO,LOS CHILLOS,PICHINCHA,QUITO,-0.388965,-78.46926999999998,RURAL,HACIENDAS,PRIVADO,DELINCUENCIA COMUN,ROBO DE CARROS,71,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,3,0,20,NOCHE,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.01747,-79.98199,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,16,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,1,0,3,MADRUGADA,OTRAS
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.08821,-79.95939,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,33,MUJER,MESTIZO/A,CASADO,ECUADOR,NINGUNA,0,0,10,MANANA,ARMA_BLANCA
ZONA 5,GUAYAS,EMPALME,GUAYAS,EL EMPALME,-1.05148,-79.62765,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,22,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,20,NOCHE,ARMA_FUEGO
ZONA 1,IMBABURA,VALLE DEL AMANECER,IMBABURA,OTAVALO,0.2606812070918599,-78.20642137579851,RURAL,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,ROBO A DOMICILIOS,74,HOMBRE,INDIGENA,DIVORCIADO,ECUADOR,NINGUNA,0,0,15,TARDE,ARMA_CONTUNDENTE
ZONA 4,MANABI,MANTA,MANABI,MANTA,-0.95445,-80.7192,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),26,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,15,TARDE,ARMA_FUEGO
ZONA 5,GUAYAS,PEDRO CARBO,GUAYAS,PEDRO CARBO,-1.7166,-80.17654,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,18,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,0,MADRUGADA,ARMA_FUEGO
ZONA 2,ORELLANA,LA JOYA DE LOS SACHAS,ORELLANA,LA JOYA DE LOS SACHAS,-0.44844,-76.67476,RURAL,RIO,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,42,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,21,NOCHE,OTRAS
ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUAYAS,GUAYAQUIL,-2.27375,-79.87682,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,35,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,0,MADRUGADA,ARMA_BLANCA
ZONA 5,LOS RIOS,PUEBLO VIEJO,LOS RIOS,URDANETA,-1.55271,-79.46899,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,29,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,6,MANANA,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.11478,-79.96897,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),23,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,14,TARDE,ARMA_BLANCA
ZONA 6,AZUAY,GIRON,AZUAY,SANTA ISABEL,-3.27822,-79.31496,URBANO,HOSPITALES,PRIVADO,VIOLENCIA COMUNITARIA,ACTOS DE ODIO,86,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,6,1,3,MADRUGADA,ARMA_CONTUNDENTE
ZONA 5,LOS RIOS,VENTANAS,LOS RIOS,QUINSALOMA,-1.2048,-79.31211,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,33,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,20,NOCHE,ARMA_FUEGO
ZONA 5,LOS RIOS,BUENA FE,LOS RIOS,BUENA FE,-0.57251,-79.36067,RURAL,RIO,PUBLICO,DELINCUENCIA COMUN,AMENAZA,29,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,14,TARDE,ARMA_BLANCA
ZONA 7,EL ORO,PASAJE,EL ORO,PASAJE,-3.3382,-79.82727,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),17,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,15,TARDE,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.08635,-79.93166,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,34,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,4,MADRUGADA,ARMA_BLANCA
ZONA 7,EL ORO,HUAQUILLAS,EL ORO,HUAQUILLAS,-3.47678832081514,-80.2105842521816,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,31,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,5,1,1,MADRUGADA,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUAYAS,GUAYAQUIL,-2.26974,-79.90073,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,33,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,5,MADRUGADA,ARMA_BLANCA
ZONA 4,MANABI,MANTA,MANABI,MONTECRISTI,-1.04576,-80.65889,URBANO,NIGHT CLUBS,PRIVADO,DELINCUENCIA COMUN,AMENAZA,46,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,1,MADRUGADA,ARMA_FUEGO
ZONA 4,STO DGO DE LOS TSACHILAS,SANTO DOMINGO OESTE,STO DGO DE LOS TSACHILAS,SANTO DOMINGO,-0.2443,-79.3465,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,LINCHAMIENTO,26,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,3,MADRUGADA,ARMA_CONTUNDENTE
ZONA 7,LOJA,CATAMAYO,LOJA,CHAGUARPAMBA,-3.75945,-79.62932,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,39,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,19,NOCHE,ARMA_BLANCA
ZONA 4,MANABI,CHONE,MANABI,CHONE,-0.04653,-79.87019,RURAL,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,LINCHAMIENTO,42,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,6,MANANA,OTRAS
ZONA 8,D.M. GUAYAQUIL,PROGRESO,GUAYAS,GUAYAQUIL,-2.70901,-80.24041,URBANO,MAR,PUBLICO,DELINCUENCIA COMUN,SECUESTRO EXPRESS,32,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,1,MADRUGADA,OTRAS
ZONA 3,COTOPAXI,LATACUNGA,COTOPAXI,LATACUNGA,-0.93308,-78.61712,URBANO,PARQUEADEROS,PUBLICO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,62,HOMBRE,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,6,1,1,MADRUGADA,ARMA_BLANCA
ZONA 2,PICHINCHA,RUMINAHUI - MEJIA,PICHINCHA,MEJIA,-0.33395,-78.87816,RURAL,VIA PUBLICA,PUBLICO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,23,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,22,NOCHE,ARMA_BLANCA
ZONA 6,MORONA SANTIAGO,CENTRO SUR,MORONA SANTIAGO,SUCUA,-2.46014,-78.17201,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,24,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,0,MADRUGADA,ARMA_BLANCA
ZONA 4,MANABI,MANTA,MANABI,MANTA,-0.992739,-80.707176,URBANO,VIA PUBLICA,PUBLICO,TRANSNACIONAL,TRAFICO INTERNACIONAL DE DROGA,33,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,2,0,7,MANANA,ARMA_FUEGO
ZONA 9,D.M. QUITO,CALDERON,PICHINCHA,QUITO,-0.07708,-78.44465,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,40,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,1,0,5,MADRUGADA,ARMA_BLANCA
ZONA 2,ORELLANA,LA JOYA DE LOS SACHAS,ORELLANA,LA JOYA DE LOS SACHAS,-0.2283449999999989,-76.835391,RURAL,SERVICIOS PUBLICOS,PRIVADO,VIOLENCIA COMUNITARIA,EMOCIONAL,25,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,16,TARDE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.11017,-79.95795,URBANO,CASA/VILLA,PRIVADO,PSICOPATOLOGIAS,TRASTORNOS MENTALES,39,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,7,MANANA,ARMA_CONTUNDENTE
ZONA 6,AZUAY,CUENCA NORTE,AZUAY,CUENCA,-2.88412,-78.94891,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),32,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,23,NOCHE,OTRAS
ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUAYAS,GUAYAQUIL,-2.26161197669267,-79.8754272053702,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,18,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,10,MANANA,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,PROGRESO,GUAYAS,GUAYAQUIL,-2.19541,-80.10037,URBANO,LAGUNA - LAGO,PUBLICO,DELINCUENCIA COMUN,AMENAZA,22,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,20,NOCHE,OTRAS
ZONA 8,D.M. GUAYAQUIL,DURAN,GUAYAS,DURAN,-2.13808,-79.83768,URBANO,TERRENO BALDIO,PUBLICO,DELINCUENCIA COMUN,AMENAZA,21,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,13,TARDE,OTRAS
ZONA 7,LOJA,LOJA,LOJA,LOJA,-4.00436,-79.19314,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,30,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,0,MADRUGADA,OTRAS
ZONA 6,CANAR,LA TRONCAL,CANAR,LA TRONCAL,-2.34938,-79.31205,RURAL,MAR,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),24,HOMBRE,MESTIZO/A,SOLTERO,VENEZUELA,NINGUNA,6,1,12,TARDE,ARMA_CONTUNDENTE
ZONA 3,COTOPAXI,LATACUNGA,COTOPAXI,LATACUNGA,-0.9431,-78.61453,URBANO,RIO,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,67,HOMBRE,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,4,0,10,MANANA,ARMA_BLANCA
ZONA 3,COTOPAXI,LATACUNGA,COTOPAXI,LATACUNGA,-0.929417,-78.614215,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,34,MUJER,AFRO,SOLTERO,ECUADOR,NINGUNA,5,1,0,MADRUGADA,ARMA_FUEGO
ZONA 4,MANABI,EL CARMEN,MANABI,EL CARMEN,-0.27825,-79.46667,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,29,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,4,MADRUGADA,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.05309,-79.9436,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,32,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,2,MADRUGADA,OTRAS
ZONA 5,GUAYAS,MILAGRO,GUAYAS,MILAGRO,-2.12944699999999,-79.572747,URBANO,RIO,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,18,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,15,TARDE,ARMA_FUEGO
ZONA 7,LOJA,SABANILLA,LOJA,PUYANGO,-3.97576254691268,-79.9389219295699,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,43,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,6,1,16,TARDE,ARMA_CONTUNDENTE
ZONA 5,LOS RIOS,BABAHOYO,LOS RIOS,BABA,-1.63918,-79.58386,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,32,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,15,TARDE,OTRAS
ZONA 7,EL ORO,MACHALA,EL ORO,MACHALA,-3.25858,-79.97931,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),55,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,10,MANANA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,DURAN,GUAYAS,DURAN,-2.14877,-79.82934,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,35,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,20,NOCHE,ARMA_FUEGO
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.89521,-79.71929,URBANO,FINCA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,53,HOMBRE,AFRO,CASADO,ECUADOR,NINGUNA,4,0,0,MADRUGADA,ARMA_BLANCA
ZONA 1,IMBABURA,CIUDAD BLANCA,IMBABURA,SAN MIGUEL DE URCUQUI,0.41169,-78.21875,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,22,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,2,MADRUGADA,ARMA_CONTUNDENTE
ZONA 3,COTOPAXI,DANSANTE,COTOPAXI,PUJILI,-0.91839,-79.17078,RURAL,RIO,PUBLICO,VIOLENCIA COMUNITARIA,ACTOS DE ODIO,13,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,7,MANANA,ARMA_CONTUNDENTE
ZONA 7,EL ORO,PASAJE,EL ORO,PASAJE,-3.3259044,-79.80566609999998,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,41,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,19,NOCHE,ARMA_CONTUNDENTE
ZONA 9,D.M. QUITO,ELOY ALFARO - DMQ,PICHINCHA,QUITO,-0.25876,-78.50949,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,36,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,16,TARDE,ARMA_BLANCA
ZONA 7,EL ORO,MACHALA,EL ORO,MACHALA,-3.37619921535475,-79.96131241321558,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,ROBO A UNIDADES ECONOMICAS,34,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,19,NOCHE,ARMA_FUEGO
ZONA 4,MANABI,ROCAFUERTE,MANABI,TOSAGUA,-0.81819,-80.20503,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,52,HOMBRE,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,4,0,18,NOCHE,OTRAS
ZONA 1,ESMERALDAS,SAN LORENZO,ESMERALDAS,SAN LORENZO,0.86452,-78.45374,RURAL,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,ROBO A DOMICILIOS,84,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,1,0,7,MANANA,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.12248,-79.97766,URBANO,TERRENO BALDIO,PUBLICO,DELINCUENCIA COMUN,AMENAZA,27,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,15,TARDE,OTRAS
ZONA 4,MANABI,MANTA,MANABI,MONTECRISTI,-1.00118,-80.71277,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,31,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,12,TARDE,OTRAS
ZONA 5,GUAYAS,PLAYAS,GUAYAS,PLAYAS,-2.63668,-80.3593,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,20,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,15,TARDE,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,FLORIDA,GUAYAS,GUAYAQUIL,-2.12739,-79.93546,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,35,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,16,TARDE,ARMA_CONTUNDENTE
ZONA 5,GUAYAS,MILAGRO,GUAYAS,MILAGRO,-2.14902,-79.46267,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,22,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,16,TARDE,ARMA_FUEGO
ZONA 1,ESMERALDAS,SAN LORENZO,ESMERALDAS,SAN LORENZO,1.25766223548336,-78.88504054221188,RURAL,RIO,PUBLICO,DELINCUENCIA COMUN,AMENAZA,32,HOMBRE,MESTIZO/A,SOLTERO,OTROS,NINGUNA,2,0,11,MANANA,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.068651,-79.93551499999998,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,33,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,17,TARDE,ARMA_CONTUNDENTE
ZONA 7,EL ORO,SANTA ROSA,EL ORO,SANTA ROSA,-3.58570799999999,-79.844988,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,ROBO A DOMICILIOS,14,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,13,TARDE,ARMA_CONTUNDENTE
ZONA 4,STO DGO DE LOS TSACHILAS,SANTO DOMINGO OESTE,STO DGO DE LOS TSACHILAS,SANTO DOMINGO,-0.07541,-79.31462,RURAL,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,LINCHAMIENTO,26,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,6,1,17,TARDE,ARMA_CONTUNDENTE
